"TIME","y6","IN_DATA"
-6,0.005541,0.00089904
1.076e-006,0.005541,0.00089904
9.281e-006,0.005541,0.00089904
9.625e-006,0.005541,0.000899037
1.05e-005,0.005541,0.000942691
3.092914942e-005,0.005541,0.000942499
0.0010104375,0.005541,0.000933332
0.0010107475,0.005541,0.000948797
0.001020667496,0.005541,0.00144369
0.001051387485,0.005541,0.00297594
0.001092347469,0.005541,0.00501822
0.001158083228,0.005541,0.00829408
0.00121044748,0.005541,0.0109016
0.001251305942,0.005541,0.0108971
0.0020104375,0.005541,0.0108149
0.0020104675,0.005541,0.0108164
0.002029574803,0.005541,0.0117677
0.002057791933,0.005541,0.0131718
0.002117465635,0.005541,0.0161412
0.00221044748,0.005541,0.0207634
0.002211066248,0.005541,0.0207632
0.002229610809,0.005541,0.0207594
0.002415378881,0.005541,0.0207211
0.0030104375,0.005541,0.0205983
0.003012865103,0.005541,0.0207189
0.003023003329,0.005541,0.0212227
0.003102109652,0.005541,0.0251518
0.00321044748,0.005541,0.0305263
0.00321046744,0.005541,0.0305273
0.003226005053,0.005541,0.0305225
0.00323556172,0.005541,0.0305196
0.0040104475,0.005541,0.030285
0.004010587498,0.005541,0.030292
0.004025806669,0.005541,0.0310467
0.004091330016,0.005541,0.034295
0.004210467441,0.005541,0.0401942
0.004215085697,0.005541,0.0401923
0.004241455339,0.005541,0.0401818
0.0050104475,0.005541,0.0398751
0.0050104675,0.005541,0.0398761
0.005027350921,0.005541,0.0407118
0.005040753653,0.005541,0.0413748
0.005121170048,0.005541,0.0453531
0.005210467441,0.005541,0.0497651
0.005212982461,0.005541,0.0497639
0.005245556264,0.005541,0.0497477
0.0060104475,0.005541,0.0493699
0.006028988579,0.005541,0.0502859
0.006140378674,0.005541,0.0557853
0.006210467441,0.005541,0.059241
0.006211704995,0.005541,0.0592403
0.006249750626,0.005541,0.0592178
0.0070104375,0.005541,0.0587704
0.0070104475,0.005541,0.0587704
0.007021510701,0.005541,0.0593159
0.007030899031,0.005541,0.0597789
0.007210467441,0.005541,0.0686228
0.00721106626,0.005541,0.0686224
0.007250364506,0.005541,0.0685955
0.007823207956,0.005541,0.068206
0.008010467499,0.005541,0.0680786
0.008016738467,0.005541,0.0683872
0.008050181748,0.005541,0.070033
0.008210467441,0.005541,0.0779113
0.008210587205,0.005541,0.0779112
0.008250761512,0.005541,0.07788
0.008367754614,0.005541,0.0777896
0.009010467499,0.005541,0.0772932
0.009012987421,0.005541,0.077417
0.009050811881,0.005541,0.0792749
0.009210467441,0.005541,0.0871077
0.009210507363,0.005541,0.0871077
0.009252914507,0.005541,0.0870708
0.009294134645,0.005541,0.0870352
0.0100104675,0.005541,0.0864165
0.01001170746,0.005541,0.0864773
0.01005295567,0.005541,0.0884996
0.01021046744,0.005541,0.0962128
0.01025192455,0.005541,0.096173
0.0110104675,0.005541,0.0954492
0.01101106748,0.005541,0.0954785
0.01105193645,0.005541,0.0974785
0.01121044748,0.005541,0.105224
0.01121050736,0.005541,0.105227
0.01123202615,0.005541,0.105205
0.01129296578,0.005541,0.105141
0.0120104675,0.005541,0.104392
0.01201074749,0.005541,0.104406
0.01205234591,0.005541,0.106438
0.0122104375,0.005541,0.114149
0.01221050736,0.005541,0.114152
0.0122220461,0.005541,0.114139
0.01229505984,0.005541,0.114056
0.0130104675,0.005541,0.113246
0.01301058749,0.005541,0.113252
0.01305331119,0.005541,0.115335
0.01317837132,0.005541,0.121424
0.01321050736,0.005541,0.122989
0.01321684677,0.005541,0.122981
0.01329577495,0.005541,0.122884
0.0140105075,0.005541,0.122014
0.01409599693,0.005541,0.126175
0.01421050736,0.005541,0.131738
0.01421421599,0.005541,0.131733
0.01429580449,0.005541,0.131626
0.0150104675,0.00554101,0.130694
0.0150105075,0.00554101,0.130694
0.01505380308,0.00554101,0.132797
0.01509602551,0.00554101,0.134848
0.01521050736,0.00554101,0.1404
0.01521289977,0.00554101,0.140396
0.01529583308,0.00554101,0.14028
0.0160104475,0.00554101,0.139287
0.0160105075,0.00554101,0.139287
0.0160326982,0.00554101,0.140363
0.01609605298,0.00554101,0.143435
0.01621050736,0.00554101,0.148975
0.01621170504,0.00554101,0.148974
0.01629586062,0.00554101,0.148849
0.0170104375,0.00554101,0.147794
0.0170105075,0.00554101,0.147794
0.01702214178,0.00554101,0.148357
0.01709607943,0.00554101,0.151936
0.01721050736,0.00554101,0.157466
0.01721106628,0.00554101,0.157465
0.01729588719,0.00554102,0.157332
0.0178860237,0.00554102,0.156412
0.0180105075,0.00554102,0.156217
0.01801686149,0.00554102,0.156524
0.01809610492,0.00554102,0.160354
0.01821050736,0.00554102,0.165873
0.0182107469,0.00554102,0.165872
0.01829591284,0.00554102,0.165731
0.0185489074,0.00554102,0.165315
0.0190105075,0.00554103,0.164557
0.0190142202,0.00554103,0.164736
0.0190961295,0.00554103,0.168687
0.01921050737,0.00554103,0.174195
0.01921058721,0.00554103,0.174195
0.01929593761,0.00554103,0.174047
0.01938029454,0.00554103,0.173901
0.0200105075,0.00554104,0.172814
0.02001289885,0.00554104,0.172929
0.02009615322,0.00554104,0.176938
0.02021050737,0.00554104,0.182436
0.02029596155,0.00554104,0.18228
0.02101050749,0.00554106,0.180988
0.02101170741,0.00554106,0.181046
0.02109617612,0.00554106,0.185107
0.02121046744,0.00554106,0.190592
0.02121050737,0.00554106,0.190594
0.02125378209,0.00554106,0.190512
0.0212959847,0.00554106,0.190432
0.02201050749,0.00554107,0.189082
0.02201106745,0.00554107,0.189109
0.02209619825,0.00554108,0.193194
0.02221044748,0.00554108,0.198669
0.02221050737,0.00554108,0.198671
0.02223268596,0.00554108,0.198628
0.0222960071,0.00554108,0.198502
0.02301050749,0.0055411,0.197095
0.02301074748,0.0055411,0.197107
0.02309621964,0.0055411,0.201202
0.0232104375,0.0055411,0.206661
0.02321058721,0.0055411,0.206668
0.02322213466,0.0055411,0.206645
0.02338047918,0.00554111,0.206318
0.02401050749,0.00554113,0.205029
0.02401058749,0.00554113,0.205032
0.02409624031,0.00554113,0.20913
0.02418090551,0.00554113,0.21317
0.02421058721,0.00554114,0.214586
0.02421685732,0.00554114,0.214573
0.02438052166,0.00554114,0.214223
0.02501050749,0.00554117,0.212883
0.02509626031,0.00554117,0.216979
0.02521058721,0.00554117,0.222425
0.0252142177,0.00554117,0.222417
0.02538056279,0.00554118,0.222048
0.0260104675,0.00554121,0.22066
0.02601050749,0.00554121,0.22066
